text	label	text_tok	rus_entity	textID
Банк москвы кредиты малому бизнесу http://t.co/ueQJCWXLEB	0	банкмосквы кредиты малому бизнесу	банкмосквы	8501
Получить кредит в оао сбербанк россии http://t.co/eoT6ZKsSpP	0	получить кредит в оао сбербанк россии	сбербанк	8502
Западно уральский сбербанк кредит http://t.co/aMmcZG8FJG	0	западно уральский сбербанк кредит	сбербанк	8503
Кредит сбербанк в башкирии http://t.co/5YFkZCaKKO	0	кредит сбербанк в башкирии	сбербанк	8504
http://t.co/Ueh4jhVXg0 Взять кредит в россельхозбанке без справки о доходах	0	взять кредит в россельхозбанк без справки о доходах	россельхозбанк	8505
Кредитная линия внешторгбанк недвижимость http://t.co/FHUCu5EkpY	0	кредитная линия втб недвижимость	втб	8506
Банк москвы курск кредит http://t.co/MstKo0iYjt	0	банкмосквы курск кредит	банкмосквы	8507
Ипотечные кредиты банка втб 24 http://t.co/PcpKtzlhxD	0	ипотечные кредиты банка втб 24	втб	8508
Кредитные карты уралсиб банк http://t.co/x4242NAX05	0	кредитные карты уралсиб банк	уралсиб	8509
Процентный ставки по кредитам сбербанк http://t.co/CAh55CZ6rW	0	процентный ставки по кредитам сбербанк	сбербанк	8510
Ставки по автокредиту райффайзенбанк http://t.co/Ctmjx7uxCD	0	ставки по автокредиту райффайзенбанк	райффайзенбанк	8511
Документы кредит бизнес сбербанк http://t.co/75FAeNaLxN	0	документы кредит бизнес сбербанк	сбербанк	8512
Авто кредит в тоьятти сбербанк http://t.co/6IZXNqOW8l	0	авто кредит в тоьятти сбербанк	сбербанк	8513
Кто брал автокредит в райффайзенбанке http://t.co/tSRhYwdSHD	0	кто брал автокредит в райффайзенбанк	райффайзенбанк	8514
Кредит сбербанк россии в москве http://t.co/k04SlkWYlm	0	кредит сбербанк россии в москве	сбербанк	8515
Карельский филиал Россельхозбанка подвел итоги работы в 1 полугодии 2014 года http://t.co/7oXcUQrLWw	0	карельский филиал россельхозбанк подвел итоги работы в 1 полугодии 2014 года	россельхозбанк	8516
Банк москвы кемерово потребительский кредит http://t.co/p232YH6Cn8	0	банкмосквы кемерово потребительский кредит	банкмосквы	8517
Правительство отказалось от идеи разделить Россельхозбанк	0	правительство отказалось от идеи разделить россельхозбанк	россельхозбанк	8518
Как зарегистрировать Сбербанк онлайн через интернет http://t.co/v6BVgbwMBA	0	как зарегистрировать сбербанк онлайн через интернет	сбербанк	8519
Банк втб 24 кредит в новокузнецке http://t.co/41eFQLph9l	0	банк втб 24 кредит в новокузнецке	втб	8520
Автокредиты втб 24 пермь http://t.co/BzkSLPh2Zb	0	автокредиты втб 24 пермь	втб	8521
"RT @dogthernpanbang: Газпромбанк может помочь ""Русской платине"" освоить месторождение ""Норильск-1"""	0	газпромбанк может помочь русской платине освоить месторождение норильск-1	газпромбанк	8522
Кредит автомобилей в россельхозбанке http://t.co/pbyPz7xqtE	0	кредит автомобилей в россельхозбанк	россельхозбанк	8523
Кредиты банка втб 24 в оренбурге http://t.co/CQFt6OmZGi	0	кредиты банка втб 24 в оренбурге	втб	8524
Кредит райфайзенг банк г курск http://t.co/XJxnBtcwbO	0	кредит райффайзенбанк курск	райффайзенбанк	8525
http://t.co/bFeIwLrSPx Взять кредит в втб 24 онлайн	0	взять кредит в втб 24 онлайн	втб	8526
Кредитные карты виза альфа банк новосибирск http://t.co/Z7S0mPwItR	0	кредитные карты виза альфабанк банк новосибирск	альфабанк	8527
RT @niqyxinyxywu: Евросоюз наказал за Украину Сбербанк и еще 4 банка из РФ	-1	евросоюз наказал за украину сбербанк и еще 4 банка из рф	сбербанк	8528
"#hockey Спонсор московского ""Динамо"" банк ВТБ не планирует прекращать сотрудничество http://t.co/P5nOZfEoqg #трансфер"	0	спонсор московского динамо банк втб не планирует прекращать сотрудничество	втб	8529
"Спонсор московского ""Динамо"" банк ВТБ не планирует прекращать сотрудничество http://t.co/XpgSeh3p8b #хоккейные #моменты"	0	спонсор московского динамо банк втб не планирует прекращать сотрудничество	втб	8530
Быстро кредит от втб 24 http://t.co/lcQ6tZ7RqJ	0	быстро кредит от втб 24	втб	8531
Кредит втб 24 ставрополь http://t.co/hbVudszSJR	0	кредит втб 24 ставрополь	втб	8532
Как закрыть кредитную карту в альфа банке http://t.co/56YOnV6FOa	0	как закрыть кредитную карту в альфабанк банке	альфабанк	8533
Санкт петербург сбербанк кредиты физическим лицам http://t.co/eSw0bRivo8	0	санкт петербург сбербанк кредиты физическим лицам	сбербанк	8534
RT @miqunotosupy: Сбербанк начал выпуск карт на базе российской платежной системы ПРО100	0	сбербанк начал выпуск карт на базе российской платежной системы про 100	сбербанк	8535
Кредиты в втб 24 екатеринбург http://t.co/R2AHzVWDIa	0	кредиты в втб 24 екатеринбург	втб	8536
Банк втб 24 кредиты какие документы http://t.co/vRRdrgZ20z	0	банк втб 24 кредиты какие документы	втб	8537
Бывший топ-менеджер Райффайзенбанка пришел в банк «Санкт-Петербург»	0	бывший топ-менеджер райффайзенбанк пришел в банк санкт-петербург	райффайзенбанк	8538
Калькулятор на автокредит сбербанк г саратов http://t.co/OYjWCT0GHu	0	калькулятор на автокредит сбербанк г саратов	сбербанк	8539
http://t.co/43vN0iepcV Газпромбанк взять кредит тула	0	газпромбанк взять кредит тула	газпромбанк	8540
Кредит в уралсиб банк http://t.co/G6JhlmFRRA	0	кредит в уралсиб банк	уралсиб	8541
"RT @Spaspb: Канада включила в санкционный список ""Добролет"", ВТБ, Банк Москвы и Нургалиева http://t.co/hwBAYKDH5Y"	-1	канада включила в санкционный список добролет , втб , банкмосквы и нургалиева	втб	8542
"RT @Spaspb: Канада включила в санкционный список ""Добролет"", ВТБ, Банк Москвы и Нургалиева http://t.co/hwBAYKDH5Y"	-1	канада включила в санкционный список добролет , втб , банкмосквы и нургалиева	банкмосквы	8543
http://t.co/fG3TCFobbD Банки в ейске взять кредит россельхозбанк адрес	0	банки в ейске взять кредит россельхозбанк адрес	россельхозбанк	8544
http://t.co/fOGxOr8iJe Сбербанк получить кредит краснодар	0	сбербанк получить кредит краснодар	сбербанк	8545
Попавшие под санкции банки попросили денег у государства - Газпромбанк и Россельхозбанк, на которые были наложены ограничения со стороны...	-1	попавшие под санкции банки попросили денег у государства - газпромбанк и россельхозбанк , на которые были наложены ограничения со стороны ...	газпромбанк	8546
Попавшие под санкции банки попросили денег у государства - Газпромбанк и Россельхозбанк, на которые были наложены ограничения со стороны...	-1	попавшие под санкции банки попросили денег у государства - газпромбанк и россельхозбанк , на которые были наложены ограничения со стороны ...	россельхозбанк	8547
http://t.co/8GKKK1KIj7 Оформить кредит в альфа банке в сочи	0	оформить кредит в альфабанк банке в сочи	альфабанк	8548
Кто брал ипотечный кредит в газпромбанке http://t.co/YTC5J0WOYn	0	кто брал ипотечный кредит в газпромбанк	газпромбанк	8549
УК «Райффайзен Капитал»: В среду российский фондовый рынок продолжил падение	0	ук райффайзенбанк капитал : в среду российский фондовый рынок продолжил падение	райффайзенбанк	8550
#новости. Газпромбанк и Россельхозбанк попросили помощи у государства из-за санкций - Русская планета  #Россия.	-1	газпромбанк и россельхозбанк попросили помощи у государства из-за санкций - русская планета	газпромбанк	8551
#новости. Газпромбанк и Россельхозбанк попросили помощи у государства из-за санкций - Русская планета  #Россия.	-1	газпромбанк и россельхозбанк попросили помощи у государства из-за санкций - русская планета	россельхозбанк	8552
Кредит на развитие бизнеса в россельхозбанке http://t.co/1xMljiXomS	0	кредит на развитие бизнеса в россельхозбанк	россельхозбанк	8553
Попавшие под санкции банки попросили денег у государства: Газпромбанк и Россельхозбанк, попавшие под санкции с... http://t.co/6jl2yb44Eg	-1	попавшие под санкции банки попросили денег у государства : газпромбанк и россельхозбанк , попавшие под санкции с ...	газпромбанк	8554
Попавшие под санкции банки попросили денег у государства: Газпромбанк и Россельхозбанк, попавшие под санкции с... http://t.co/6jl2yb44Eg	-1	попавшие под санкции банки попросили денег у государства : газпромбанк и россельхозбанк , попавшие под санкции с ...	россельхозбанк	8555
Попавшие под санкции российские банки просят господдержки:   Россельхозбанк просит о предоставлении ему 100 мл... http://t.co/cHRa8KLzXm	-1	попавшие под санкции российские банки просят господдержки : россельхозбанк просит о предоставлении ему 100 мл ...	россельхозбанк	8556
Попавшие под санкции банки попросили денег у государства. /  / Газпромбанк и Россельхозбанк, попавшие под санкции.. http://t.co/bX4QL2qLvO	-1	попавшие под санкции банки попросили денег у государства . газпромбанк и россельхозбанк , попавшие под санкции ..	газпромбанк	8557
Попавшие под санкции банки попросили денег у государства. /  / Газпромбанк и Россельхозбанк, попавшие под санкции.. http://t.co/bX4QL2qLvO	-1	попавшие под санкции банки попросили денег у государства . газпромбанк и россельхозбанк , попавшие под санкции ..	россельхозбанк	8558
Ипотечный кредит в зао втб 24 http://t.co/RJ5wjKb01p	0	ипотечный кредит в зао втб 24	втб	8559
Потребительский кредит в газпромбанк http://t.co/ldKG92jBZu	0	потребительский кредит в газпромбанк	газпромбанк	8560
http://t.co/J3msoF3YKI Стерлитамак сбербанк артема оформить кредит 500 тысяч	0	стерлитамак сбербанк артема оформить кредит 500 тысяч	сбербанк	8561
RT @GirkinGirkin: Газпромбанк и РСХБ просят господдержки из-за санкций - Ведомости | 07.08.14 | finanz.ru http://t.co/6ckLDSPUqO	-1	газпромбанк и россельхозбанк просят господдержки из-за санкций - ведомости 07.08.14 finanz . ru	газпромбанк	8562
Беспроцентный кредит втб 24 http://t.co/s5NyvQ1HO1	0	беспроцентный кредит втб 24	втб	8563
Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об... http://t.co/queAT6tMdC	-1	россельхозбанк и газпромбанк , попавшие под западные санкции , попросили у государства о финансовой поддержке . об ...	россельхозбанк	8564
Кредиты в райффайзен банке http://t.co/Syl8RUETWy	0	кредиты в райффайзенбанк банке	райффайзенбанк	8565
Кредит райфайзен банк казань http://t.co/uYpyiYf6zr	0	кредит райффайзенбанк банк казань	райффайзенбанк	8566
Кредит втб 24 в москве http://t.co/fYFIuYsRzl	0	кредит втб 24 в москве	втб	8567
Кредит молодая семья сбербанк ростов на дону http://t.co/fMLvBHVErg	0	кредит молодая семья сбербанк ростов на дону	сбербанк	8568
Потребительский кредит сбербанк санкт петербурга http://t.co/nfwlvGjK3q	0	потребительский кредит сбербанк санкт петербурга	сбербанк	8569
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	газпромбанк	8570
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	россельхозбанк	8571
Кредит сбербанк организация график платежа http://t.co/xOg8Ue3lQm	0	кредит сбербанк организация график платежа	сбербанк	8572
Отзыв автокредит сбербанк сроки оформление http://t.co/L5XRjP5tqD	0	отзыв автокредит сбербанк сроки оформление	сбербанк	8573
http://t.co/rK2qtCZFZt Взять кредит в кстовском сбер банке	0	взять кредит в кстовском сбербанк банке	сбербанк	8574
RT @SashaFuckYeah: Альфа банк образец платежного поручения http://t.co/ewzvNmkKR4	0	альфабанк банк образец платежного поручения	альфабанк	8575
Активация кредитной карты альфа банка http://t.co/s8cTQpQpBr	0	активация кредитной карты альфабанк банка	альфабанк	8576
Кредит наличными за один день сбербанк http://t.co/w9j7a7BCdi	0	кредит наличными за один день сбербанк	сбербанк	8577
На сколько взять кредит сбербанк http://t.co/IDSWofMxtc	0	на сколько взять кредит сбербанк	сбербанк	8578
Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об этом сообщают «Ведомости»...	-1	россельхозбанк и газпромбанк , попавшие под западные санкции , попросили у государства о финансовой поддержке . об этом сообщают ведомости ...	газпромбанк	8579
Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об этом сообщают «Ведомости»...	-1	россельхозбанк и газпромбанк , попавшие под западные санкции , попросили у государства о финансовой поддержке . об этом сообщают ведомости ...	россельхозбанк	8580
Россельхозбанк и Газпромбанк, попавшие под западные санкции, попросили у государства о финансовой поддержке. Об... http://t.co/queAT6tMdC	-1	россельхозбанк и газпромбанк , попавшие под западные санкции , попросили у государства о финансовой поддержке . об ...	газпромбанк	8581
Изменение кредитной ставки сбербанк http://t.co/nTUukkSmwK	0	изменение кредитной ставки сбербанк	сбербанк	8582
Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США: Новости экономики:  российский бан... http://t.co/QZQ0Zw2uF3 #мир	-1	новости экономики : банк втб 24 прекратил оплату сборов за визу сша : новости экономики : российский бан ...	втб	8583
RT @GirkinGirkin: Газпромбанк и РСХБ просят господдержки из-за санкций - Ведомости | 07.08.14 | finanz.ru http://t.co/6ckLDSPUqO	-1	газпромбанк и россельхозбанк просят господдержки из-за санкций - ведомости 07.08.14 finanz . ru	россельхозбанк	8584
http://t.co/IphP2eDOl9 Сбербанк как взять кредит с ребенком	0	сбербанк как взять кредит с ребенком	сбербанк	8585
Газпромбанк и Россельхозбанк намерены получить господдержку http://t.co/13qpgQpiYR	0	газпромбанк и россельхозбанк намерены получить господдержку	газпромбанк	8586
Газпромбанк и Россельхозбанк намерены получить господдержку http://t.co/13qpgQpiYR	0	газпромбанк и россельхозбанк намерены получить господдержку	россельхозбанк	8587
Банк москвы г тюмень кредиты http://t.co/TGBUtkaJ79	0	банкмосквы г тюмень кредиты	банкмосквы	8588
RT @V0LGA_SUN: Кому надо помогать, когда пустеют полки магазинов? Правильно - россельхозбанку и газпрому..	-1	кому надо помогать , когда пустеют полки магазинов ? правильно - россельхозбанк и газпромбанк ..	россельхозбанк	8589
Автокредит втб 24 в 2014 году http://t.co/Ih870IAGDv	0	автокредит втб 24 в 2014 году	втб	8590
Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/SPolneCiLu	-1	газпромбанк и россельхозбанк попросили помощи у государства	газпромбанк	8591
Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/SPolneCiLu	-1	газпромбанк и россельхозбанк попросили помощи у государства	россельхозбанк	8592
Россельхозбанк и Газпромбанк просят помощи у государства	-1	россельхозбанк и газпромбанк просят помощи у государства	газпромбанк	8593
Россельхозбанк и Газпромбанк просят помощи у государства	-1	россельхозбанк и газпромбанк просят помощи у государства	россельхозбанк	8594
Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/VTzDWChHEq	-1	газпромбанк и россельхозбанк попросили помощи у государства	газпромбанк	8595
Газпромбанк и Россельхозбанк попросили помощи у государства http://t.co/VTzDWChHEq	-1	газпромбанк и россельхозбанк попросили помощи у государства	россельхозбанк	8596
Россельхозбанк условия кредитования сельского http://t.co/st9jBl5vVz	0	россельхозбанк условия кредитования сельского	россельхозбанк	8597
#news Ъ: задолженность Газпромбанка ВЭБу будет конвертирована в акции	-1	ъ : задолженность газпромбанк вэбу будет конвертирована в акции	газпромбанк	8598
@Cvetkova80 Россельхозбанк и Газпромбанк попросили о господдержке из-за са... http://t.co/0S03A0v7Po #Взаимныйфолловинг	-1	россельхозбанк и газпромбанк попросили о господдержке из-за са ...	газпромбанк	8599
@Cvetkova80 Россельхозбанк и Газпромбанк попросили о господдержке из-за са... http://t.co/0S03A0v7Po #Взаимныйфолловинг	-1	россельхозбанк и газпромбанк попросили о господдержке из-за са ...	россельхозбанк	8600
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/oGszBGsLyY	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	газпромбанк	8601
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/oGszBGsLyY	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	россельхозбанк	8602
RT @linkcasa85: ВТБ 24 приостановил прием консульского сбора за визу США из-за санкций...	-1	втб 24 приостановил прием консульского сбора за визу сша из-за санкций ...	втб	8603
Россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам http://t.co/yr47VR45Uk	1	россельхозбанк снизил ставки по кредитам личным подсобным хозяйствам	россельхозбанк	8604
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/FUtDjQBh0D	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	россельхозбанк	8605
Наличный в кредит райффайзенбанк http://t.co/wWjs58Taxw	0	наличный в кредит райффайзенбанк	райффайзенбанк	8606
Расчетный калькулятор по кредиту сбербанк http://t.co/UQtUSDWvzu	0	расчетный калькулятор по кредиту сбербанк	сбербанк	8607
http://t.co/DGO3lRhK03 Как взять кредит в банке втб 24 г липецка	0	как взять кредит в банке втб 24 г липецка	втб	8608
RT @gudkovd: Народ, скинемся?) RT @Vinokurov12: Россельхозбанк и Газпромбанк попросили о господдержке из-за введенных санкций http://t.co/g…	-1	народ , скинемся ? ) россельхозбанк и газпромбанк попросили о господдержке из-за введенных санкций	газпромбанк	8609
RT @gudkovd: Народ, скинемся?) RT @Vinokurov12: Россельхозбанк и Газпромбанк попросили о господдержке из-за введенных санкций http://t.co/g…	-1	народ , скинемся ? ) россельхозбанк и газпромбанк попросили о господдержке из-за введенных санкций	россельхозбанк	8610
RT @mostsinterebu: автокредитование альфабанк http://t.co/ftRtNBKAOE	0	автокредитование альфабанк	альфабанк	8611
RT @Vinokurov12: Россельхозбанк (РСХБ) и Газпромбанк попросили о господдержке из-за введенных в отношении их санкций http://t.co/MC0oU95kG7	-1	россельхозбанк россельхозбанк ) и газпромбанк попросили о господдержке из-за введенных в отношении их санкций	газпромбанк	8612
RT @Vinokurov12: Россельхозбанк (РСХБ) и Газпромбанк попросили о господдержке из-за введенных в отношении их санкций http://t.co/MC0oU95kG7	-1	россельхозбанк россельхозбанк ) и газпромбанк попросили о господдержке из-за введенных в отношении их санкций	россельхозбанк	8613
Авто кредит сбербанк поддержка автопрома http://t.co/kKMs4EgEUf	0	авто кредит сбербанк поддержка автопрома	сбербанк	8614
@fd00ch @Reveroff @AlexEnlee понятно, ищут, но даже наш завод не просто на другую платформу перевести, а сбер вообще не представляю как	0	понятно , ищут , но даже наш завод не просто на другую платформу перевести , а сбербанк вообще не представляю как	сбербанк	8615
#Novosti #Economic Сбербанк может повысить ставки по кредитам:  http://t.co/Nf9q22vDpe	-1	сбербанк может повысить ставки по кредитам :	сбербанк	8616
Где оформить кредитную карту банк москвы http://t.co/w9Rk42Oj40	0	где оформить кредитную карту банкмосквы	банкмосквы	8617
#vk BizNews: Газпромбанк и Россельхозбанк, попавшие под санкции со стороны США и Евросоюза, обратились за подд... http://t.co/A1hz5BMENo	-1	biznews : газпромбанк и россельхозбанк , попавшие под санкции со стороны сша и евросоюза , обратились за подд ...	газпромбанк	8618
#vk BizNews: Газпромбанк и Россельхозбанк, попавшие под санкции со стороны США и Евросоюза, обратились за подд... http://t.co/A1hz5BMENo	-1	biznews : газпромбанк и россельхозбанк , попавшие под санкции со стороны сша и евросоюза , обратились за подд ...	россельхозбанк	8619
Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/YckBZwndal	-1	газпромбанк и россельхозбанк попросили денег у государства	газпромбанк	8620
Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/YckBZwndal	-1	газпромбанк и россельхозбанк попросили денег у государства	россельхозбанк	8621
Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/e4dweivYGB	-1	газпромбанк и россельхозбанк попросили денег у государства	газпромбанк	8622
Газпромбанк и Россельхозбанк попросили денег у государства http://t.co/e4dweivYGB	-1	газпромбанк и россельхозбанк попросили денег у государства	россельхозбанк	8623
Россельхозбанк и Газпромбанк попросили о господдержке из-за санкций http://t.co/FUtDjQBh0D	-1	россельхозбанк и газпромбанк попросили о господдержке из-за санкций	газпромбанк	8624
Сколько все уверяют, что Сбербанк - это круто, потому что крупный - ни разу еще даже не обслужили нормально. Зажрались там в конец.	-1	сколько все уверяют , что сбербанк - это круто , потому что крупный - ни разу еще даже не обслужили нормально . зажрались там в конец .	сбербанк	8625
Новости экономики: Банк ВТБ 24 прекратил оплату сборов за визу США: Новости экономики:  российский... http://t.co/Y4KZPd2ie1 #вмире	-1	новости экономики : банк втб 24 прекратил оплату сборов за визу сша : новости экономики : российский ...	втб	8626
Кредит наличными без справок сбербанк краснодар http://t.co/LzgBReadsO	0	кредит наличными без справок сбербанк краснодар	сбербанк	8627
ВТБ прекратил прием платежей за визу США: ВТБ 24 прекратил прием консульских сборов за оплату ... http://t.co/9MZL1nuRRO #новости	-1	втб прекратил прием платежей за визу сша : втб 24 прекратил прием консульских сборов за оплату ...	втб	8628
RT @interfax_news: ВТБ 24 прекратил прием консульских сборов за оформление виз США http://t.co/zghg3wLMXq	-1	втб 24 прекратил прием консульских сборов за оформление виз сша	втб	8629
ВТБ прекратил прием платежей за визу США: ВТБ 24 прекратил прием консульских сборов за оплату виз США, сообщае... http://t.co/K6IdSBGaTh	-1	втб прекратил прием платежей за визу сша : втб 24 прекратил прием консульских сборов за оплату виз сша , сообщае ...	втб	8630
ВТБ прекратил прием платежей за визу США: ВТБ 24 прекратил прием консульских сборов за оплату виз США, сообщае... http://t.co/wWivwOBLc3	-1	втб прекратил прием платежей за визу сша : втб 24 прекратил прием консульских сборов за оплату виз сша , сообщае ...	втб	8631
"RT @duremarik: Вот оно! Санкции начали работать! Читайте внимательно.
RT @findozor: Сбербанк допустил повышение ставок по кредитам http://t…"	-1	вот оно ! санкции начали работать ! читайте внимательно . сбербанк допустил повышение ставок по кредитам	сбербанк	8632
Банк втб 24 кредитные ставки http://t.co/hB8a1HyYIX	0	банк втб 24 кредитные ставки	втб	8633
@ymalinovskay @sberbank написал в последнем твите сейчас)	0	сбербанк написал в последнем твите сейчас )	сбербанк	8634
Газпром - Нафтогазу, - Вы должны уже $6 млд. Нафтогаз - Газпромбанку, - Вам куда перевести - Visa или Mastercard?	0	газпромбанк - нафтогазу , - вы должны уже 6 млд . нафтогаз - газпромбанк , - вам куда перевести - visa или mastercard ?	газпромбанк	8635
ВТБ, «Банк Москвы», РСХБ, РНКБ, ОСК и «Добролет» попали под канадские санкции	-1	втб , банкмосквы , россельхозбанк , рнкб , оск и добролет попали под канадские санкции	втб	8636
ВТБ, «Банк Москвы», РСХБ, РНКБ, ОСК и «Добролет» попали под канадские санкции	-1	втб , банкмосквы , россельхозбанк , рнкб , оск и добролет попали под канадские санкции	банкмосквы	8637
ВТБ, «Банк Москвы», РСХБ, РНКБ, ОСК и «Добролет» попали под канадские санкции	-1	втб , банкмосквы , россельхозбанк , рнкб , оск и добролет попали под канадские санкции	россельхозбанк	8638
Вологодские власти заручились поддержкой Россельхозбанка	0	вологодские власти заручились поддержкой россельхозбанк	россельхозбанк	8639
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	втб	8640
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	банкмосквы	8641
"Канада ввела санкции в отношении ВТБ, Россельхозбанка, ""Банка Москвы"" и Российского Национального Коммерческого Банка. Об этом сообщает пре"	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	россельхозбанк	8642
RT @dabfastvatochi: кредит наличными казань сбербанк http://t.co/fjp7wi9uCN	0	кредит наличными казань сбербанк	сбербанк	8643
RT @Zhekan_ukrop: Сбербанк http://t.co/EXsnnoPMYe	0	сбербанк	сбербанк	8644
Образовательный кредит райффайзен банк http://t.co/aZW0yHkKho	0	образовательный кредит райффайзенбанк банк	райффайзенбанк	8645
Волгоградский Сбербанк принял участие в мероприятии День поля	0	волгоградский сбербанк принял участие в мероприятии день поля	сбербанк	8646
Калькулятор по автокредитованию газпромбанка http://t.co/r5qb6IgPBT	0	калькулятор по автокредитованию газпромбанк	газпромбанк	8647
Райффайзенбанк кредиты с 18 лет http://t.co/zspV4Ixnxg	0	райффайзенбанк кредиты с 18 лет	райффайзенбанк	8648
РОССИЙСКИЙ РЫНОК – ИТОГИ ТОРГОВ: Очередной обвал рынка акций. В лидерах Сбербанк и ВТБ:... http://t.co/UccU01vZvs http://t.co/ItNn3wgw9H	-1	российский рынок итоги торгов : очередной обвал рынка акций . в лидерах сбербанк и втб : ...	сбербанк	8649
РОССИЙСКИЙ РЫНОК – ИТОГИ ТОРГОВ: Очередной обвал рынка акций. В лидерах Сбербанк и ВТБ:... http://t.co/UccU01vZvs http://t.co/ItNn3wgw9H	-1	российский рынок итоги торгов : очередной обвал рынка акций . в лидерах сбербанк и втб : ...	втб	8650
RT @rgrus: ВТБ 24 прекратил прием платежей за визы США  http://t.co/9sa7s47fcU	-1	втб 24 прекратил прием платежей за визы сша	втб	8651
"В канадский санкционный список попали ВТБ, ""Банк Москвы"" и ""Добролет"": Канадские власти ввели дополнительные с... http://t.co/ZjCMZ6BCLP"	-1	в канадский санкционный список попали втб , банкмосквы и добролет : канадские власти ввели дополнительные с ...	втб	8652
"В канадский санкционный список попали ВТБ, ""Банк Москвы"" и ""Добролет"": Канадские власти ввели дополнительные с... http://t.co/ZjCMZ6BCLP"	-1	в канадский санкционный список попали втб , банкмосквы и добролет : канадские власти ввели дополнительные с ...	банкмосквы	8653
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	втб	8654
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	банкмосквы	8655
Канада ввела санкции в отношении ВТБ, Россельхозбанка, «Банка Москвы» и Российского Национального Коммерческого Банка. Об этом сообщает пре	-1	канада ввела санкции в отношении втб , россельхозбанк , банкмосквы и российского национального коммерческого банка . об этом сообщает пре	россельхозбанк	8656
Условия по кредиту сбербанк россии http://t.co/nSJrE5DMlU	0	условия по кредиту сбербанк россии	сбербанк	8657
Юрий Яковлев назначен председателем правления  ОАО Банка ВТБ (Азербайджан).Решением Наблюдательного совета ОАО Банк ВТБ (Азербайджан) Юрий	0	юрий яковлев назначен председателем правления оао банка втб ( азербайджан ) . решением наблюдательного совета оао банк втб ( азербайджан ) юрий	втб	8658
