text	label	rus_entity	text_tok	textID
В рекламе МТС у дед мороза Джи шоки, лол	1	мтс	в рекламе мтс у дед мороза джи шоки , лол	4871
Tele2 вошла в ТОП-100 компаний, предлагающих своим партнерам наиболее привлекательные условия франшизы	1	теледва	теледва вошла в топ-100 компаний , предлагающих своим партнерам наиболее привлекательные условия франшизы	4872
Написал в твиттер про ёбаный Мегафон, надеялся, что они отмониторят и придут извиняться. Как бы не так, никто не пришёл :(	-1	мегафон	написал в твиттер про баный мегафон , надеялся , что они отмониторят и придут извиняться . как бы не так , никто не приш л :(	4873
Увидел в метро и заулыбался) Если это самый быстрый интернет, то могу представить что у билайн с мтс ))) http://t.co/Kj4QKmAuEV	-1	мтс	увидел в метро и заулыбался ) если это самый быстрый интернет , то могу представить что у билайн с мтс ) ) )	4874
@Konstantin3107 @EuFaraday в Новосибирске и Волгограде он действительно самый быстрый. ну пчелайн еще как то. мтс по инету отстой	-1	мтс	в новосибирске и волгограде он действительно самый быстрый . ну билайн еще как то . мтс по инету отстой	4875
Мегафон не готовит особых сюрпризов в отчетности за 2-й квартал http://t.co/A7rHBarP5t	0	мегафон	мегафон не готовит особых сюрпризов в отчетности за 2-й квартал	4876
#RT день Росси завтра, а теле2 поздравил меня сейчас :D	-1	теледва	день росси завтра , а теледва поздравил меня сейчас : d	4877
Друзья, посмотрите, возможно теперь и у вас в поселке есть Tele2	0	теледва	друзья , посмотрите , возможно теперь и у вас в поселке есть теледва	4878
@Misha_Permskij, Вы написали нам на blogs@mts.ru?Уточните,пожалуйста e-mail адрес,с которого обращались, если нет, напишите, пожалуйста. ^НК	0	мтс	вы написали нам на мтс . ru ? уточните , пожалуйста e-mail адрес , с которого обращались , если нет , напишите , пожалуйста . нк	4879
"@ru_mts с 13 по 27 июля
номер +79871547330
Паничева Алена Владимировна
буду рада знать в чем тут дело)"	0	мтс	мтс с 13 по 27 июля номер 79871547330 паничева алена владимировна буду рада знать в чем тут дело )	4880
"Компания ""Мобильные ТелеСистемы"" (МТС) объявила о старте продаж новых цифровых HD-приставок, которые позволят абонентам цифрового телевиден"	1	мтс	компания мтс мтс ) объявила о старте продаж новых цифровых hd-приставок , которые позволят абонентам цифрового телевиден	4881
Довольно оперативно @megafonru решает вопросы! #LTE в моем аппарате появилось! И это, скажу я вам, очень круто 	1	мегафон	довольно оперативно мегафон решает вопросы ! в моем аппарате появилось ! и это , скажу я вам , очень круто	4882
http://t.co/eBNGvcsWqU: Мегафон форум. Ждем Вас на сайте	0	мегафон	мегафон форум . ждем вас на сайте	4883
"""Киевстар"" и МТС договорились об условиях взаимного соединения сетей"	0	мтс	киевстар и мтс договорились об условиях взаимного соединения сетей	4884
МТС подвела итоги работы на корпоративном рынке в первом полугодии 2014 г.	0	мтс	мтс подвела итоги работы на корпоративном рынке в первом полугодии 2014 г .	4885
Друзья, нет ли у кого знакомых в МТС?	0	мтс	друзья , нет ли у кого знакомых в мтс ?	4886
МТС объявила об итогах работы на корпоративном рынке в первом полугодии 2014 г. Количество корпоративных клиентов мобильного бизнеса МТС из	0	мтс	мтс объявила об итогах работы на корпоративном рынке в первом полугодии 2014 г . количество корпоративных клиентов мобильного бизнеса мтс из	4887
#МТС  #РТК  #саранск http://t.co/4pbugoKZUN	0	мтс	мтс	4888
МТС покажет цифровое ТВ на новой HD-приставке http://t.co/EmChfqSyFn	0	мтс	мтс покажет цифровое тв на новой hd-приставке	4889
"а ещё ""билайн"" рекламирую "	1	билайн	а ещ билайн рекламирую	4890
Прошивка e171 мтс: прошивка e171 мтс http://t.co/frmQaFdwNH	0	мтс	прошивка e 171 мтс : прошивка e 171 мтс	4891
RT @rt_sib: Мы получили Благодарственное письмо от губернатора Омской области за активное участие в работе МИК - 2014 #Ростелеком http://t.…	1	ростелеком	мы получили благодарственное письмо от губернатора омской области за активное участие в работе мик - 2014 ростелеком	4892
Теперь услуги высокоскоростной передачи данных для клиентов «МегаФона» доступны в 12 странах мира.	0	мегафон	теперь услуги высокоскоростной передачи данных для клиентов мегафон доступны в 12 странах мира .	4893
ростелеком нижний тагил http://t.co/ps6xRCAhKJ	0	ростелеком	ростелеком нижний тагил	4894
«Ростелеком» предлагает защищённый доступ в Интернет из VPN	1	ростелеком	ростелеком предлагает защищ нный доступ в интернет из vpn	4895
Игры на андроид мегафон: игры на андроид мегафон http://t.co/A00NRstDvl	0	мегафон	игры на андроид мегафон : игры на андроид мегафон	4896
"Обновление программы ""Счастливое время"" #Билайн. 3-пункт особенно интересен http://t.co/EdgzmtxzAz"	0	билайн	обновление программы счастливое время билайн . 3-пункт особенно интересен	4897
Даю: микрофон, флипкейс на Dns s4501m (не использовался, целенький), Билайн 3g-модем / Получаю: велошлем, крылья н.. http://t.co/GoVg3gpdu4	0	билайн	даю : микрофон , флипкейс на dns s 4501 m ( не использовался , целенький ) , билайн 3 g-модем получаю : велошлем , крылья н ..	4898
#казань #интернет #ростелекомживи #телесетживи  внезапно у меня все плохо с интернетом	-1	ростелеком	ростелеком внезапно у меня все плохо с интернетом	4899
я очень жалею о том,что у меня вчера не было на мтс набрать(	-1	мтс	я очень жалею о том , что у меня вчера не было на мтс набрать (	4900
#Билайн http://t.co/61EsueNR7W	0	билайн	билайн	4901
Мегафон - 3,54 руб.	0	мегафон	мегафон - 3,54 руб .	4902
Мтс как сделать распечатку http://t.co/Yq9HpQLS7N	0	мтс	мтс как сделать распечатку	4903
@hhappik Если после проверки Вашего номера рекомендовали сделать именно это, то скорее поможет, чем нет. #билайн	0	билайн	если после проверки вашего номера рекомендовали сделать именно это , то скорее поможет , чем нет . билайн	4904
@Slycharminggod мегафон у него трансформер http://t.co/mG34aivFQy	0	мегафон	мегафон у него трансформер	4905
«Вымпелком» нашел продавца в Enter	0	билайн	билайн нашел продавца в enter	4906
@Kate_Vlasova ты чего вк не заходишь?)у меня теле2 тупит-не могу на смс ответить) прилетаю в томск второго августа)	-1	теледва	ты чего вк не заходишь ? ) у меня теледва тупит-не могу на смс ответить ) прилетаю в томск второго августа )	4907
Хочу передать привет тем уебланам,которые вырвали на площади из мобильных зарядок МТС, микро-USB разъём. Твари...	-1	мтс	хочу передать привет тем уебланам , которые вырвали на площади из мобильных зарядок мтс , микро-usb разъ м . твари ...	4908
RT @ElenaVitman: Подключись до 30 сентября 2014 года и смотри лучшие сериалы планеты  всего за 149 рублей! #Ростелеком #Магадан http://t.co…	1	ростелеком	подключись до 30 сентября 2014 года и смотри лучшие сериалы планеты всего за 149 рублей ! ростелеком	4909
О, у меня тоже безлимит от МТС) Скорость так себе, но на 3G жить можно (а 3G ща даже бюджетные модели поддерживают, ща глянула - и тв...	0	мтс	о , у меня тоже безлимит от мтс ) скорость так себе , но на 3 g жить можно ( а 3 g ща даже бюджетные модели поддерживают , ща глянула - и тв ...	4910
usb модем мтс драйвер скачать http://t.co/uQt2WlfUgS	0	мтс	usb модем мтс драйвер скачать	4911
"Ого Билайн отжег. http://t.co/wxkd2Va1Jl 
Прям 2G отработал на все 100"	1	билайн	ого билайн отжег . прям 2 g отработал на все 100	4912
"Что вчера творилось с МТС?
Я не могла никому дозвонится... #RT"	-1	мтс	что вчера творилось с мтс ? я не могла никому дозвонится ...	4913
«Вымпелком» нашел продавца в Enter http://t.co/BTXx1ltCUL	0	билайн	билайн нашел продавца в enter	4914
Настройки мтс ммс на телефон http://t.co/8hCiPgt48z	0	мтс	настройки мтс ммс на телефон	4915
http://t.co/GLGRlPZMtD: Мегафон форум. Ждем Вас на сайте	0	мегафон	мегафон форум . ждем вас на сайте	4916
«МегаФон» переходит на солнечную энергию http://t.co/EoZd86bCi5	1	мегафон	мегафон переходит на солнечную энергию	4917
Саша и Коля гуляли по крыше. У Саши был Билайн, а у Коли - МТС… Саша упал с Крыши, а Коля не упал. МТС – на шаг впереди.	0	билайн	саша и коля гуляли по крыше . у саши был билайн , а у коли - мтс саша упал с крыши , а коля не упал . мтс на шаг впереди .	4918
http://t.co/lCJfQnXnWr скачать торрент база данных мтс	0	мтс	скачать торрент база данных мтс	4919
В день рождения первые пять поздравлений получил по смс от самых близких и дорогих мне людей: от Мегафона, ПосудоЦента, Эльдорадо,...	0	мегафон	в день рождения первые пять поздравлений получил по смс от самых близких и дорогих мне людей : от мегафон , посудоцента , эльдорадо , ...	4920
628 ошибка мтс windows 7 http://t.co/FC43NmKYV4	-1	мтс	628 ошибка мтс windows 7	4921
Билайн удваивает общение	1	билайн	билайн удваивает общение	4922
МТС по итогам первого полугодия 2014 года увеличил число корпоративных клиентов на 35%. Приток абонентов в значительной мере обеспечили гос	1	мтс	мтс по итогам первого полугодия 2014 года увеличил число корпоративных клиентов на 35 . приток абонентов в значительной мере обеспечили гос	4923
И с утра интернет от #Мегафон не тормозит совсем. Уж не знаю, с чем это связано.	1	мегафон	и с утра интернет от мегафон не тормозит совсем . уж не знаю , с чем это связано .	4924
МТС захватывает госструктуры: МТС по итогам первого полугодия 2014 года увеличил число корпоративных кли... http://t.co/zREtsc1GDv #news	0	мтс	мтс захватывает госструктуры : мтс по итогам первого полугодия 2014 года увеличил число корпоративных кли ...	4925
драйвер + для модема мтс e1550 http://t.co/y6aTjVkIUD	0	мтс	драйвер для модема мтс e 1550	4926
МТС захватывает госструктуры: МТС по итогам первого полугодия 2014 года увеличил число корпоративных кли... http://t.co/CJHnhbWpfx #news	0	мтс	мтс захватывает госструктуры : мтс по итогам первого полугодия 2014 года увеличил число корпоративных кли ...	4927
«Билайн» совершенствует связь с учетом пожеланий абонентов	1	билайн	билайн совершенствует связь с учетом пожеланий абонентов	4928
«Билайн» совершенствует связь с учетом пожеланий абонентов http://t.co/EBLJ7h9u5Z	1	билайн	билайн совершенствует связь с учетом пожеланий абонентов	4929
@dashevskaya Мария, здравствуйте! В каком городе у Вас связь не работает? Сейчас сеть появилась? #билайн	0	билайн	мария , здравствуйте ! в каком городе у вас связь не работает ? сейчас сеть появилась ? билайн	4930
@Kirill585 Кирилл, здравствуйте! Что у Вас не работает? Давайте наладим! #билайн	1	билайн	кирилл , здравствуйте ! что у вас не работает ? давайте наладим ! билайн	4931
Facebook все еще планирует выйти на рынок мобильных устройств #Apple #Мегафон	0	мегафон	facebook все еще планирует выйти на рынок мобильных устройств мегафон	4932
«Ростелеком» признал, что блокировал «Вконтакте» по ошибке.  Такие люди после девятого класса в ПТУ уходят, а они интернет продают.	-1	ростелеком	ростелеком признал , что блокировал вконтакте по ошибке . такие люди после девятого класса в пту уходят , а они интернет продают .	4933
Саша и Коля гуляли по крыше. У Саши был Билайн, а у Коли - МТС… Саша упал с Крыши, а Коля не упал. МТС – на шаг впереди.	0	мтс	саша и коля гуляли по крыше . у саши был билайн , а у коли - мтс саша упал с крыши , а коля не упал . мтс на шаг впереди .	4934
МТС захватывает госструктуры: МТС по итогам первого полугодия 2014 года увеличил число корпоративных кли... http://t.co/onahQRkbvn #news	0	мтс	мтс захватывает госструктуры : мтс по итогам первого полугодия 2014 года увеличил число корпоративных кли ...	4935
"RT @biznesman: Чиновникам подбирают интернет-проводника // ""МегаФон"" готов создать сеть связи для госорганов http://t.co/7k25ZptCV4 #бизнес"	0	мегафон	чиновникам подбирают интернет-проводника мегафон готов создать сеть связи для госорганов	4936
@nzymotpa83, #sledui МТС не договорился о приобретении «Акадо»  #followback	0	мтс	мтс не договорился о приобретении акадо	4937
Образец заявления о расторжении договора в Ростелеком http://t.co/2mbe89OrBW	0	ростелеком	образец заявления о расторжении договора в ростелеком	4938
@Mayerpm АТ исправился, норм. БуФлу только хПон если — тогда отлично, ADSL говно, МТС как и АТ, только трафа больше, но нет вн. ресурсов	-1	мтс	ат исправился , норм . буфлу только хпон если тогда отлично , adsl говно , мтс как и ат , только трафа больше , но нет вн . ресурсов	4939
"""Hello, operator"" уже третий раз за пару дней напоминает, що надобно оплатить тырнет. Товарищ пчелайн, зачем мне эта информация в 23:20?"	-1	билайн	hello , operator уже третий раз за пару дней напоминает , що надобно оплатить тырнет . товарищ билайн , зачем мне эта информация в 23 : 20 ?	4940
А Мтс под шумок снимает бабки с счета 	-1	мтс	а мтс под шумок снимает бабки с счета	4941
"RT @zerezuxigab: http://t.co/lpsdyzUXgf Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"	-1	мегафон	старые тарифы мегафон подорожают для москвичей на 20	4942
Почему МТС в Дагестане не работает? Кто знает?	-1	мтс	почему мтс в дагестане не работает ? кто знает ?	4943
@Sakhur Тогда вопрос снят:) Мы тарифы подбираем - обычно они помогают оптимизировать расходы. Здорово, что у Вас уже такой! #билайн	1	билайн	тогда вопрос снят :) мы тарифы подбираем - обычно они помогают оптимизировать расходы . здорово , что у вас уже такой ! билайн	4944
С 29 по 31 июля 2014 года один ОК на сайте «Одноклассники» стоит один рубль при покупке со счета мобильного телефона МТС. ОКи можно потрати	0	мтс	с 29 по 31 июля 2014 года один ок на сайте одноклассники стоит один рубль при покупке со счета мобильного телефона мтс . оки можно потрати	4945
Великолепный интернет для Инстаграмма, конечно же от #Билайн! #Beeline #этоБилайндетка #bridgeresort… http://t.co/O7kP0cwSiy	1	билайн	великолепный интернет для инстаграмма , конечно же от билайн ! билайн билайн	4946
@tetatet1212 а у меня была сёдня традиционная песТня от бляЦЦкого мегафона: ОПЛАТИТЕ И ВХОДИТЕ! оплата 17-го каждого месяца@Prince__Of_Dark	-1	мегафон	а у меня была с дня традиционная пестня от бляццкого мегафон : оплатите и входите ! оплата 17-го каждого месяца	4947
"Тест скорости #4G Билайн дома))
До МегаФона не дотягивает))
#мобильныйинтернет #билайн http://t.co/sXdReN2NQz"	-1	билайн	тест скорости билайн дома ) ) до мегафон не дотягивает ) ) билайн	4948
@IzyAndrew @Andryulik Да по всей области МТС второй день ложится.	-1	мтс	да по всей области мтс второй день ложится .	4949
https://t.co/RPCErgtnjz Как отключить usb модем билайн	0	билайн	как отключить usb модем билайн	4950
Билайн подключил 10 порно каналов,причем жестких.внезапные ништяки	1	билайн	билайн подключил 10 порно каналов , причем жестких . внезапные ништяки	4951
@vitaliynevar Виталий, мы выясним подробности и вернемся к Вам с ответом! #билайн	0	билайн	виталий , мы выясним подробности и вернемся к вам с ответом ! билайн	4952
Хуже рекламы чем у Билайн, я не видел.. Не думал что Светлоков опуститься до съемок у этих воров...	-1	билайн	хуже рекламы чем у билайн , я не видел .. не думал что светлоков опуститься до съемок у этих воров ...	4953
"В Пчелайне дурдом. Летят звонки типа ""Я чуть не ебанулся, Маргарита!"" и ""Да я неслабо так прихуел!"" Мобильная коммерция... -60000 на счету."	-1	билайн	в билайн дурдом . летят звонки типа я чуть не ебанулся , маргарита ! и да я неслабо так прихуел ! мобильная коммерция ... - 60000 на счету .	4954
"Тест скорости #4G Билайн дома))
До МегаФона не дотягивает))
#мобильныйинтернет #билайн http://t.co/sXdReN2NQz"	1	мегафон	тест скорости билайн дома ) ) до мегафон не дотягивает ) ) билайн	4955
Выявил баг в биллинге мегафона на перенесенных номерах (MNP) :)	-1	мегафон	выявил баг в биллинге мегафон на перенесенных номерах ( mnp ) :)	4956
"Ставлю 6 баллов фильму ""Брат-2"" из «Видеопроката» Интерактивного ТВ Ростелеком"	0	ростелеком	ставлю 6 баллов фильму брат-2 из видеопроката интерактивного тв ростелеком	4957
#Чайковский Сайт ChaikNews.ru и компания «МегаФон» теперь партнеры http://t.co/Rmrax2EzWW	0	мегафон	сайт chaiknews . ru и компания мегафон теперь партнеры	4958
@SaintRadiance Давайте мы посмотрим, возможны ли улучшения - отправьте, пож-ста, ссылку на твит и Ваш номер телефона на pomogite@beeline.ru.	0	билайн	давайте мы посмотрим , возможны ли улучшения - отправьте , пож-ста , ссылку на твит и ваш номер телефона на билайн . ru .	4959
Не новость,что мне нужны деньги на Билайн?	0	билайн	не новость , что мне нужны деньги на билайн ?	4960
У пацана, который мне вчера сим-карту в мегафоне оформлял фамилия Самец.	0	мегафон	у пацана , который мне вчера сим-карту в мегафон оформлял фамилия самец .	4961
«Билайн» обеспечил бесплатный WI-FI на речных трамвайчиках г. Астрахани	1	билайн	билайн обеспечил бесплатный wi-fi на речных трамвайчиках г . астрахани	4962
МТСик, ну заяц, ну что случилось? #мтс	-1	мтс	мтс , ну заяц , ну что случилось ? мтс	4963
"Чиновникам подбирают интернет-проводника // ""МегаФон"" готов создать сеть связи для госорганов http://t.co/7k25ZptCV4 #бизнес"	0	мегафон	чиновникам подбирают интернет-проводника мегафон готов создать сеть связи для госорганов	4964
"Чиновникам подбирают интернет-проводника // ""МегаФон"" готов создать сеть связи для госорганов"	0	мегафон	чиновникам подбирают интернет-проводника мегафон готов создать сеть связи для госорганов	4965
Нет, ну тут не только #мтс, что в Псковской области с интернетом?	-1	мтс	нет , ну тут не только мтс , что в псковской области с интернетом ?	4966
RT http://t.co/RUBg36lAWn Ковальчук, напомню, бенецифиар Ростелекома и владелец всех основных телеканалв стран... http://t.co/nj36mZPIee	0	ростелеком	ковальчук , напомню , бенецифиар ростелеком и владелец всех основных телеканалв стран ...	4967
Евгений Ярославля получил путевку на Олимпиаду в Сочи от МегаФона	1	мегафон	евгений ярославля получил путевку на олимпиаду в сочи от мегафон	4968
"у меня вчера ващи связи не было 
ипаный мтс"	-1	мтс	у меня вчера ващи связи не было ипаный мтс	4969
"http://t.co/Zk2X8ZfynQ Старые тарифы ""Мегафона"" подорожают для москвичей на 20%"	-1	мегафон	старые тарифы мегафон подорожают для москвичей на 20	4970
http://t.co/j6ngm8VGR1 скачать торрент база данных мтс	0	мтс	скачать торрент база данных мтс	4971
«Кузнецкий» разработал мобильное приложение для iPhone и iPad #Apple #Мегафон	0	мегафон	кузнецкий разработал мобильное приложение для iphone и ipad мегафон	4972
Деньги с телефона на телефон теле2	0	теледва	деньги с телефона на телефон теледва	4973
Так, пока ТП ростелекома делает вид что не знает почему отключился	-1	ростелеком	так , пока тп ростелеком делает вид что не знает почему отключился	4974
"@Kvetka пока что, как и раньше, висит на мтс-е)
+ велком и лайф)
Все операторы у меня задействованы))"	0	мтс	пока что , как и раньше , висит на мтс -е ) велком и лайф ) все операторы у меня задействованы ) )	4975
Увидел в метро и заулыбался) Если это самый быстрый интернет, то могу представить что у билайн с мтс ))) http://t.co/Kj4QKmAuEV	-1	билайн	увидел в метро и заулыбался ) если это самый быстрый интернет , то могу представить что у билайн с мтс ) ) )	4976
А Мегафон-то молодец, подписку снял, денежки вернул О_о	1	мегафон	а мегафон -то молодец , подписку снял , денежки вернул о о	4977
RT @naganoff_ru: Старые тарифы «Мегафона» подорожают на 20% для жителей Москвы http://t.co/XKpL3ubk9S Интересно, разошлют ли каждому абонен…	-1	мегафон	старые тарифы мегафон подорожают на 20 для жителей москвы интересно , разошлют ли каждому абонен	4978
"RT @Mgfvolga_Help: @Gordon01_G1 @megafonru 
Ваш вопрос повторно передан на проверку и о решении Вам будет сообщено дополнительно."	0	мегафон	мегафон ваш вопрос повторно передан на проверку и о решении вам будет сообщено дополнительно .	4979
“@ru_mts: для отключения наберите на Вашем мобильном телефоне команду *111*1212*2# и вызов #МТС” чтобы убрать это http://t.co/CHwnNiHVFj	0	мтс	мтс : для отключения наберите на вашем мобильном телефоне команду 111 1212 2 и вызов мтс чтобы убрать это	4980
RT @megafonvolga: LTE-роуминг от «МегаФона» теперь и в Монако http://t.co/QDzOULzsCm	1	мегафон	мегафон : lte-роуминг от мегафон теперь и в монако	4981
LTE роуминг от МегаФона теперь и в Монако	1	мегафон	lte роуминг от мегафон теперь и в монако	4982
@Tele2KZ я бы с радостью, но по акции @Chocolifeme их можно забрать только на пр.Республики. По информации ваших сотрудников в Азиа Парке.	-1	теледва	теледва я бы с радостью , но по акции их можно забрать только на пр . республики . по информации ваших сотрудников в азиа парке .	4983
RT @Shurkhaev: программа прошивка для модема билайн http://t.co/P2Pu2fj2do	0	билайн	программа прошивка для модема билайн	4984
"@sv__et, проверили указанную Вами ссылку, сейчас все пункты из меню ""Что делать, если настройки не приходят?"" выбираются корректно. ^НК #МТС"	-1	мтс	проверили указанную вами ссылку , сейчас все пункты из меню что делать , если настройки не приходят ? выбираются корректно . нк мтс	4985
Чиновники озаботились проблемой с частотами «Ростелекома» для LTE http://t.co/WuG2IdYnBa	0	ростелеком	чиновники озаботились проблемой с частотами ростелеком для lte	4986
@averdyakov Иногда такое случается. Пож-та,извините. Если Вы назовете адрес офиса, мы уточним наличие sim с необходимым тарифом. #билайн	-1	билайн	иногда такое случается . пож-та , извините . если вы назовете адрес офиса , мы уточним наличие sim с необходимым тарифом . билайн	4987
@lerafedotikova я в 4 классе школы недолюбливал людей, у которых в семьях пользовались опсосами, отличными от МТС. Примерно та же ситуация	1	мтс	я в 4 классе школы недолюбливал людей , у которых в семьях пользовались опсосами , отличными от мтс . примерно та же ситуация	4988
RT @home_gadgets: МТС провела акселерационную программу для молодых инноваторов	1	мтс	мтс провела акселерационную программу для молодых инноваторов	4989
«Ростелеком» предоставит доступ в интернет региональному отделению Фонда социального страхования в Чувашии http://t.co/Upx9k5W0rJ	0	ростелеком	ростелеком предоставит доступ в интернет региональному отделению фонда социального страхования в чувашии	4990
@tele2kz не за что	0	теледва	теледва не за что	4991
@s_vakarchuk МТС так и не привлекли за прослушку телефонов? Ты тоже на это надеешься?	-1	мтс	мтс так и не привлекли за прослушку телефонов ? ты тоже на это надеешься ?	4992
@ru_mts вы можете объяснить, почему снимаете деньги за интернет когда у меня выбранна другая симка на телефоне, и ладно бы...(1)	-1	мтс	мтс вы можете объяснить , почему снимаете деньги за интернет когда у меня выбранна другая симка на телефоне , и ладно бы ... ( 1 )	4993
взаймы на теле2 http://t.co/LJpDWXLLhX	0	теледва	взаймы на теледва	4994
"Старые тарифы ""Мегафона"" подорожают для москвичей на 20% http://t.co/3P5u7LixVl"	-1	мегафон	старые тарифы мегафон подорожают для москвичей на 20	4995
@_Insomunia_ Добрый день!Надеемся,что наш сотрудник в разговоре предоставил информацию и алгоритм действий для решения вопроса.#билайн	0	билайн	добрый день ! надеемся , что наш сотрудник в разговоре предоставил информацию и алгоритм действий для решения билайн	4996
"RT @IDIOTKAKTUS2: @kaktusice мтс 60 кбит/с 
им норм :D"	-1	мтс	мтс 60 кбит с им норм : d	4997
Новые технологии и услуги, предлагаемые компанией &amp;quot;Ростелеком&amp;quot;, помогут избавиться от депрессий	1	ростелеком	новые технологии и услуги , предлагаемые компанией ростелеком , помогут избавиться от депрессий	4998
@mariaLPsoldier стоп. У тебя мегафон? Лол	-1	мегафон	стоп . у тебя мегафон ? лол	4999
Пользователи «ВКонтакте» смогут зарабатывать на своем видео #Apple #Мегафон	1	мегафон	пользователи вконтакте смогут зарабатывать на своем видео мегафон	5000
у кого теле2 добавляйтесь в друзья!	0	теледва	у кого теледва добавляйтесь в друзья !	5001
МТС вложит 670 млн рублей в Кировскую область  #Киров #Новости	1	мтс	мтс вложит 670 млн рублей в кировскую область	5002
"RT @NekhaevskiyN: ""Мегафон"" повысил старые тарифы на 20 %  http://t.co/ERVfhECXJz #мегафон #уроды"	-1	мегафон	мегафон повысил старые тарифы на 20 мегафон	5003
@LenkaEremina на пасте 2,там билайн вроде	0	билайн	на пасте 2 , там билайн вроде	5004
Ростелеком наконец-то все исправил. Скорость восстановилась до той, которая была указана в тарифном плане, а... http://t.co/yCI1hwKSB0	1	ростелеком	ростелеком наконец-то все исправил . скорость восстановилась до той , которая была указана в тарифном плане , а ...	5005
RT @rostelecom_fe: #Владивосток станет финальным в проекте #СердцеГорода. 30 июня в 18.00 на набережной Цесаревича соберем самое красивое с…	0	ростелеком	ростелеком : станет финальным в проекте 30 июня в 18.00 на набережной цесаревича соберем самое красивое с	5006
#RT Сегодня или завтра буду тестить скорость мтс на даче у меня	0	мтс	сегодня или завтра буду тестить скорость мтс на даче у меня	5007
RT @tjournalru: Минсвязи (при участии ФСБ и Ростелекома) провело учения, чтобы выявить, как бы лучше защитить Рунет от внешних угроз http:/…	-1	ростелеком	минсвязи ( при участии фсб и ростелеком ) провело учения , чтобы выявить , как бы лучше защитить рунет от внешних угроз	5008
может, удастся уговорить отца привезти мне вечером карту МТС, но кто знает.	0	мтс	может , удастся уговорить отца привезти мне вечером карту мтс , но кто знает .	5009
На 20 процентов с сегодняшнего дня подорожали старые тарифы «Мегафона» - CPV.ru	-1	мегафон	на 20 процентов с сегодняшнего дня подорожали старые тарифы мегафон - cpv . ru	5010
Сотовый оператор «Мегафон» повысил цену на часть архивных тарифных планов для жителей Москвы и Подмосковья. Теперь минута разговора при зво	-1	мегафон	сотовый оператор мегафон повысил цену на часть архивных тарифных планов для жителей москвы и подмосковья . теперь минута разговора при зво	5011
Сельхозпредприятия Чернского района ведут уборку зерновых. Первыми начали страду в хозяйствах: «Лидер», МТС «Чернская», «КраПП». На 21 июля	0	мтс	сельхозпредприятия чернского района ведут уборку зерновых . первыми начали страду в хозяйствах : лидер , мтс чернская , крапп . на 21 июля	5012
RT @ru_mts: @TGpavlova, в настоящий момент Вашим вопросом занимаемся, просим просто подождать и воспользоваться сервисом позднее. ^НК #МТС	0	мтс	мтс : в настоящий момент вашим вопросом занимаемся , просим просто подождать и воспользоваться сервисом позднее . нк мтс	5013
Взять кредит на мтс, как взять кредит на мтс?: http://t.co/r25sdOho7N на @YouTube	0	мтс	взять кредит на мтс , как взять кредит на мтс ? : на	5014
Корпоративные клиенты МегаФона получили доступ к услуге Онлайн конференции  http://t.co/7y8bh1m7Rx	1	мегафон	корпоративные клиенты мегафон получили доступ к услуге онлайн конференции	5015
Похоже настал момент, когда пора отказываться от @megafonru	-1	мегафон	похоже настал момент , когда пора отказываться от мегафон	5016
"""МТС Банк"" предложил своим клиентам виртуальную карту ""МТС Деньги"" http://t.co/2obZ9fLThV"	0	мтс	мтспредложил своим клиентам виртуальную карту мтс деньги	5017
"Ростелеком запускает новый канал ""История"".Телеканал, который открывает Ростелеком, создан при помощи радио и телевидения &amp;quot;Россия&amp;quot"	0	ростелеком	ростелеком запускает новый канал история . телеканал , который открывает ростелеком , создан при помощи радио и телевидения россия	5018
